longitude,latitude,housing_median_age,total_rooms,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value,rooms/bedrooms,household/population
0.7031872509960153,0.05851063829787276,0.09803921568627451,0.1547794678740398,0.3230162342588378,0.0,0.0,0.0,0.0,1.0,259800.0,0.9807265398036504,2.7215578530210904
0.546812749003984,0.17127659574468068,0.29411764705882354,0.038230655746044666,0.6731976110674336,1.0,0.0,0.0,0.0,0.0,410800.0,1.1458527703605201,2.3877325668690075
0.46414342629482075,0.45106382978723397,0.0784313725490196,0.06631225517627308,0.24823105888194646,0.0,1.0,0.0,0.0,0.0,83000.0,0.8996129944334814,1.8939475122165494
0.4332669322709161,0.678723404255319,0.3137254901960784,0.20346441471231622,0.2394656625425856,0.0,1.0,0.0,0.0,0.0,313400.0,0.9494023811775276,2.2503066038203134
0.7231075697211152,0.025531914893617218,0.37254901960784315,0.05537467568805006,0.1629770623853464,0.0,0.0,0.0,0.0,1.0,169700.0,0.6694829458420162,2.915973216992291
0.5896414342629475,0.15319148936170254,0.803921568627451,0.06491326245103525,0.30172687273278986,1.0,0.0,0.0,0.0,0.0,301300.0,0.7509893415340595,2.391198071320196
0.2589641434262945,0.44787234042553176,0.6078431372549019,0.044106425192043545,0.1565150825505855,1.0,0.0,0.0,0.0,0.0,132400.0,0.7141251355214286,1.459300722300229
0.622509960159363,0.1436170212765958,0.6666666666666666,0.029124484916314797,0.295264892898029,1.0,0.0,0.0,0.0,0.0,160000.0,0.7598306915009415,1.7834819269881415
0.2300796812748994,0.5787234042553193,0.6862745098039216,0.07017856234420308,0.2500034482283003,0.0,0.0,0.0,1.0,0.0,136200.0,0.9154466715506977,1.7502429071935648
0.5856573705179283,0.15319148936170254,0.6470588235294118,0.047540316426718215,0.16150122067281833,1.0,0.0,0.0,0.0,0.0,321400.0,0.6126995981075444,2.0701129509683787
0.29083665338645315,0.5531914893617021,0.6470588235294118,0.032405758762781706,0.18161128812016386,0.0,1.0,0.0,0.0,0.0,132000.0,0.7821075260950012,2.2891031001585125
0.29083665338645315,0.6414893617021274,0.6666666666666666,0.13460853639924708,0.23563812912925342,0.0,1.0,0.0,0.0,0.0,155700.0,0.9101966511613307,2.7877235047071784
0.2529880478087643,0.5010638297872338,0.29411764705882354,0.04845602075596479,0.37489138080854056,1.0,0.0,0.0,0.0,0.0,249500.0,0.9578239194829359,1.6814489243694966
0.2529880478087643,0.5053191489361699,0.2549019607843137,0.04741313526987841,0.30875436200879985,1.0,0.0,0.0,0.0,0.0,186500.0,0.8804906157899035,1.6763690182535769
0.25099601593625476,0.5021276595744684,0.13725490196078433,0.11314035712468841,0.2801064812899132,1.0,0.0,0.0,0.0,0.0,282600.0,0.6897601336910995,2.322469577372143
0.6025896414342632,0.17234042553191528,0.7058823529411765,0.00875006359057842,0.17715617715617718,1.0,0.0,0.0,0.0,0.0,200000.0,0.4946088576990118,1.9038409204354778
0.33764940239043856,0.5414893617021277,0.6862745098039216,0.0013735564938698683,0.21552116522530723,0.0,1.0,0.0,0.0,0.0,67500.0,0.8046543678634029,1.589058131886203
0.6474103585657376,0.13404255319148983,0.6078431372549019,0.04476776720761052,0.24425869988000162,1.0,0.0,0.0,0.0,0.0,234500.0,0.8987024669340877,2.211155698188996
0.4681274900398399,0.40106382978723415,0.19607843137254902,0.032761866001933156,0.07195762817064591,0.0,1.0,0.0,0.0,0.0,50400.0,0.6744966917458699,2.3882355802302717
0.22211155378485972,0.5138297872340428,0.6470588235294118,0.03655186447575927,0.5497165556337155,0.0,0.0,0.0,1.0,0.0,500001.0,1.0854387773354504,2.3305210004263794
0.18924302788844552,0.5393617021276593,0.49019607843137253,0.08905224601922979,0.4290078757534379,0.0,0.0,0.0,0.0,1.0,344600.0,1.1229993607591326,1.7440515590724748
0.27689243027888477,0.7691489361702127,0.3333333333333333,0.05634125248003256,0.10661232258865394,0.0,1.0,0.0,0.0,0.0,105700.0,0.7927140414439516,2.714163326181897
0.24800796812748974,0.5170212765957443,0.29411764705882354,0.03772193111868546,0.47490379443042163,1.0,0.0,0.0,0.0,0.0,267000.0,0.9313414717578893,1.6318793946268895
0.6613545816733074,0.1617021276595747,0.45098039215686275,0.049397161316579334,0.21379705107515762,0.0,1.0,0.0,0.0,0.0,139300.0,0.8817598546372222,1.6600365063843874
0.19322709163346607,0.8542553191489358,0.6666666666666666,0.052551254006206444,0.1621563840498752,0.0,1.0,0.0,0.0,0.0,75600.0,0.8818757312916519,2.138759303015528
0.6055776892430282,0.14787234042553188,0.8235294117647058,0.03314340947245256,0.08017820443855947,1.0,0.0,0.0,0.0,0.0,88700.0,0.6226709348119076,1.6870329433060804
0.19920318725099617,0.8521276595744681,0.21568627450980393,0.09904868494683827,0.10263306713010856,0.0,1.0,0.0,0.0,0.0,85200.0,0.7404521180944615,2.3638994489425436
0.7310756972111548,0.02234042553191497,0.6470588235294118,0.08671211273337742,0.24516903215128066,1.0,0.0,0.0,0.0,0.0,223700.0,0.9205483598910776,2.3774377863254013
0.6035856573705172,0.12340425531914925,0.5882352941176471,0.07129775652439335,0.2800444131805078,0.0,0.0,0.0,0.0,1.0,303800.0,0.6908913429220913,2.8241647131583485
0.6374501992031869,0.11808510638297859,0.4117647058823529,0.07068728697156229,0.47392449759313665,1.0,0.0,0.0,0.0,0.0,337400.0,1.0352474482835168,2.118292706814423
0.7260956175298803,0.012765957446808987,0.5490196078431373,0.10278781095792848,0.24486558806085434,0.0,0.0,0.0,0.0,1.0,125000.0,0.87963433441287,1.8201087447123407
0.7151394422310755,0.15957446808510628,0.5490196078431373,0.10177036170321005,0.18483882980924402,0.0,1.0,0.0,0.0,0.0,149300.0,0.9382091714098506,2.592350690973824
0.625498007968128,0.14680851063829806,0.0784313725490196,0.02289260823116447,0.2500034482283003,1.0,0.0,0.0,0.0,0.0,171900.0,0.7931181045248594,0.63528605208989
0.33864541832669265,0.5414893617021277,0.6078431372549019,0.08854352139187058,0.1531703010992952,0.0,1.0,0.0,0.0,0.0,88300.0,0.772089921311521,2.053852318167381
0.23904382470119456,0.5031914893617022,0.35294117647058826,0.17858778043445084,0.18282506448186922,1.0,0.0,0.0,0.0,0.0,242900.0,0.6234125986563387,2.7368197071168616
0.20717131474103584,0.5691489361702126,1.0,0.052729307625782165,0.5141791147708307,0.0,0.0,0.0,1.0,0.0,374400.0,1.2492193321343392,2.360701745235213
0.9701195219123508,0.24361702127659626,0.9215686274509803,0.03268555730782927,0.11428807878512019,0.0,1.0,0.0,0.0,0.0,48600.0,0.8527357542172139,2.1354094080006565
0.21115537848605498,0.5542553191489359,1.0,0.07643587526072138,0.31751286189156014,0.0,0.0,0.0,1.0,0.0,273800.0,0.9104487618855611,2.4101028423968733
0.22908366533864533,0.4702127659574467,0.37254901960784315,0.06160655237320039,0.2192935269858347,0.0,0.0,0.0,0.0,1.0,263800.0,0.8410860667222527,2.327393238564839
0.22509960159362477,0.5765957446808508,0.0784313725490196,0.1347357175560869,0.44800761368808706,0.0,0.0,0.0,1.0,0.0,294100.0,1.1159858148218817,2.1150216858899396
0.9691235059760953,0.11382978723404251,0.49019607843137253,0.00030523477641552626,0.0024896208328161005,0.0,1.0,0.0,0.0,0.0,275000.0,0.9834664496108256,5.867291563887519
0.830677290836653,0.09148936170212754,0.37254901960784315,0.05061810042224144,0.16334257458517815,0.0,1.0,0.0,0.0,0.0,62800.0,0.6345973523753382,2.629548353327638
0.21513944223107553,0.8138297872340426,0.5686274509803921,0.06979701887368367,0.20900401373774155,0.0,1.0,0.0,0.0,0.0,73600.0,0.9468883992042474,2.1009713797988563
0.18625498007968047,0.6340425531914891,0.9411764705882353,0.05013481202625019,0.18146646253155133,0.0,1.0,0.0,0.0,0.0,247600.0,0.8241549201458067,2.6871877352221967
0.6513944223107567,0.12553191489361692,0.43137254901960786,0.0775805056722796,0.2915408063337057,1.0,0.0,0.0,0.0,0.0,234200.0,0.9007725739678734,2.159787060726701
0.6015936254980077,0.14468085106382964,0.5882352941176471,0.035839649997456376,0.22878305126825838,1.0,0.0,0.0,0.0,0.0,177900.0,0.6832861082355293,1.940045890240649
